Percentage,Average Accuracy
1,0.846368498383779
5,0.8923765794886864
10,0.9071854246253306
15,0.9122944460769908
20,0.9114165442256831
30,0.9122030561269467
40,0.9156049074346165
50,0.9203686453129591
60,0.917796796943873
70,0.9209091977666765
80,0.920834851601528
90,0.921827358213341
100,0.9231292976785189
