Percentage,Average Accuracy
1,0.8570379077284751
5,0.8792242139288861
10,0.8900969732588887
15,0.8942109903026744
20,0.8923009109609166
30,0.8950925653834854
40,0.8974434322656479
50,0.898471936526594
60,0.8975903614457829
70,0.8986188657067298
80,0.8972965030855131
90,0.8977372906259186
100,0.8987657948868647
