Percentage,Average Accuracy
1,0.8603861298853952
5,0.8885430502497795
10,0.8900656773435203
15,0.8909595944754628
20,0.8914371143109022
25,0.8920243902439025
30,0.8923389656185718
35,0.8926877754922127
40,0.8931506024096386
45,0.8936976197472818
50,0.894082574199236
55,0.8944778136937996
60,0.8949002350866883
65,0.8953236849838377
70,0.8958145753746694
75,0.8963217749044962
80,0.8966594181604467
85,0.8971134293270644
90,0.8977058477813693
95,0.8981197472818102
100,0.8987657948868647
