Percentage,Average Accuracy
1,0.857459888333823
5,0.912069644431384
10,0.919664266823391
15,0.9230011754334412
20,0.924958712900382
25,0.9261326770496621
30,0.927159712018807
35,0.9276491331178373
40,0.9284352042315605
45,0.928955480458419
50,0.9292812224507787
55,0.9295985894798707
60,0.9300681751395826
65,0.9304617984131649
70,0.9305126359094915
75,0.9306491331178371
80,0.9309738466059359
85,0.931156626506024
90,0.9313028210402585
95,0.9314917719659125
100,0.9318248604172791
