Percentage,Average Accuracy
1,0.8643517484572435
5,0.9153261827799002
10,0.9212668233911254
15,0.9237421392888627
20,0.9251932118718778
25,0.9262511019688511
30,0.9268505730238026
35,0.927508815750808
40,0.9279385836027034
45,0.9286091683808404
50,0.9287026153394065
55,0.9292084925066117
60,0.929581545694975
65,0.9298970026447253
70,0.9300437848956802
75,0.9302585953570378
80,0.9305502497796061
85,0.9308875991771965
90,0.9311159271231265
95,0.9313151630913898
100,0.9318248604172791
