Percentage,Average Accuracy
1,0.8399839847193653
5,0.8800556861592713
10,0.8895126359094917
15,0.8938017925359976
20,0.8964512195121952
25,0.8986851307669703
30,0.9003693799588598
35,0.9015669997061416
40,0.9025105789009698
45,0.9036013811342933
50,0.9044645900675873
55,0.9052947399353511
60,0.9060875697913605
65,0.9066079929473995
70,0.9073939171319424
75,0.9082528651190127
80,0.9088505730238026
85,0.9094099324125771
90,0.9098896561857184
95,0.9103138407287686
100,0.9108139876579492
