Percentage,Average Accuracy
1,0.8510308551278283
5,0.8941636791066705
10,0.9039932412577139
15,0.9086006464883926
20,0.9112622685865414
25,0.9128945048486629
30,0.9143702615339406
35,0.9152455186600059
40,0.9164456362033501
45,0.9172578607111372
50,0.9178505730238026
55,0.9184469585659712
60,0.9192506611813106
65,0.919639141933588
70,0.9201789597414047
75,0.9207245077872465
80,0.9211961504554804
85,0.9215787540405525
90,0.9221398765794887
95,0.9226143109021452
100,0.9232074640023509
