Percentage,Average Accuracy
1,0.8402747575668527
5,0.8819707610931532
10,0.8910430502497795
15,0.8957509550396708
20,0.8981983543931824
25,0.9004360858066411
30,0.9021782250955039
35,0.9030686159271231
40,0.90426094622392
45,0.9053774610637673
50,0.9059880987364091
55,0.9069246253305906
60,0.9076018219218337
65,0.9081644137525713
70,0.908814134587129
75,0.9093454305024977
80,0.9100953570379077
85,0.9107508081104907
90,0.9111666176902734
95,0.9114585659712018
100,0.9118424919188951
