Percentage,Average Accuracy
1,0.8511251836614752
5,0.8963009109609169
10,0.9063248604172789
15,0.9107375844842787
20,0.9134210990302675
25,0.9150997649133119
30,0.9162725536291508
35,0.9171082868057597
40,0.9180692036438436
45,0.9187109903026741
50,0.9192640317367029
55,0.9198818689391712
60,0.9203266235674404
65,0.9207252424331472
70,0.9210794886864532
75,0.9216010872759329
80,0.9218089920658242
85,0.922167352336174
90,0.9224656185718484
95,0.9227863649720834
100,0.923169556273876
