Percentage,Average Accuracy
1,0.0
5,0.0
10,0.0
15,0.0
20,0.0
25,0.0
30,0.0
35,0.0
40,0.0
45,0.02306788128122245
50,0.2502203937702028
55,0.5595063179547458
60,0.8251542756391419
65,0.8820158683514545
70,0.9115486335586246
75,0.9224213928886277
80,0.9281516309138993
85,0.930208639435792
90,0.93270643549809
95,0.9325595063179547
100,0.9318248604172789
