Percentage,Average Accuracy
1,0.8358661475168967
5,0.8768439612106965
10,0.8868892153981781
15,0.8918950925653834
20,0.8949595944754628
25,0.8974606229797237
30,0.8990393770202764
35,0.900519541580958
40,0.9018571848369086
45,0.9031860123420511
50,0.903809873640905
55,0.904806494269762
60,0.9053286805759624
65,0.9060223332353805
70,0.9067660887452248
75,0.9073859829562151
80,0.9082145166029972
85,0.9088780487804878
90,0.9095195415809579
95,0.9101760211578018
100,0.9108139876579492
