Percentage,Average Accuracy
1,0.8604817807816633
5,0.9111492800470173
10,0.9185047017337642
15,0.9215171907140757
20,0.9244184543050251
25,0.9259466647076109
30,0.9272265647957685
35,0.9282220099911842
40,0.9291977666764619
45,0.9298023802527182
50,0.9281541287099618
55,0.9308156038789303
60,0.93142403761387
65,0.9318176608874523
70,0.9320361445783133
75,0.9323790772847488
80,0.9326655891860123
85,0.9327422862180429
90,0.9328502791654423
95,0.9329700264472524
100,0.9334022920952102
