Percentage,Average Accuracy
1,0.8363964149280047
5,0.8780352630032324
10,0.8878570379077284
15,0.8935055833088452
20,0.8962957684396122
25,0.8988280928592419
30,0.9005215985894798
35,0.9018238319130178
40,0.9031736702909198
45,0.9043739347634441
50,0.9052922421392888
55,0.9062461063767264
60,0.9069482809285925
65,0.9075573023802528
70,0.9082176021157801
75,0.9088611519247722
80,0.9095393770202762
85,0.9101531002057008
90,0.9108029679694387
95,0.9114272700558331
100,0.9118424919188951
