Percentage,Average Accuracy
1,0.8582133411695562
5,0.9102262709374083
10,0.9130179253599767
15,0.9156626506024099
20,0.9163972965030855
30,0.9177196591243019
40,0.9183073758448432
50,0.9180135174845724
60,0.9213928886276812
70,0.9193358801057893
80,0.9197766676461946
90,0.9218336761680871
100,0.920952101087276
