Percentage,Average Accuracy
1,0.7778430796356156
5,0.8849544519541581
10,0.9062591830737585
15,0.9055245371730823
20,0.9140464296209229
30,0.9116955627387601
40,0.9174258007640321
50,0.9172788715838966
60,0.9193358801057893
70,0.9202174551866004
80,0.9206582427270057
90,0.9218336761680871
100,0.9230091096091684
