Percentage,Average Accuracy
1,0.8501322362621214
5,0.9086100499559214
10,0.9078754040552452
15,0.9168380840434908
20,0.9128709961798411
30,0.915809579782545
40,0.9206582427270059
50,0.9221275345283574
60,0.9250661181310611
70,0.9212459594475463
80,0.9216867469879519
90,0.9246253305906555
100,0.9238906846899795
