Percentage,Average Accuracy
1,0.8735014692918014
5,0.9200201292976785
10,0.9191397296503084
15,0.9233239788421981
20,0.9241841022627094
30,0.9259584190420219
40,0.9285938877461065
50,0.9284263884807522
60,0.9313044372612401
70,0.9299864825154275
80,0.9307007052600644
90,0.9326748457243609
100,0.9318248604172791
