Percentage,Average Accuracy
1,0.8553482221569204
5,0.9190420217455186
10,0.9228621804290331
15,0.9235233617396414
20,0.9257272994416691
30,0.9292535997649133
40,0.929841316485454
50,0.9285924184543051
60,0.9269761974728181
70,0.9305024977960623
80,0.9304290332059948
90,0.9307963561563326
100,0.9318248604172789
